,Company,Revenue,Gross Margin (%),EBITDA Margin (%),Net Profit Margin (%),ROE,ROIC,ROA,Net Debt to EBITDA,D/E,10Y Revenue Growth (per Share),10Y Net Income Growth (per Share),5Y Revenue Growth (per Share),5Y Net Income Growth (per Share),3Y Revenue Growth (per Share),3Y Net Income Growth (per Share),P/E,EV/EBITDA,P/B,Sector,Market Cap,Price Change (%),Market Capitalisation,Sector Market Cap,year
2765,UNT,602177000.0,0.4255,0.069,-0.2252,-0.1136,-0.039,-0.0606,19.3411,0.6707,-0.0736,0.0,-0.1415,0.0,-0.2482,0.0,0.0,53.7702,1.1927,Energy,1424125385.88,-20.462761672580644,0.09914740038512918,1436371887057.1624,2016
2770,USEG,5746000.0,0.0851,-1.94,-2.4574,-3.7573,-0.8908,-2.4864,-0.2274,1.5966,0.1547,0.0,-0.2929,0.0,-0.4513,0.0,0.0,0.0,1.5758,Energy,6212752.26,23.966938240526108,0.0004325309006658911,1436371887057.1624,2016
2775,MMLP,827391000.0,0.422,0.206,0.0383,0.1014,0.0403,0.0343,4.7365,2.59,-0.0648,-0.0656,-0.1811,-0.0512,-0.2722,0.0,28.4615,8.581,2.0939,Energy,655907547.0,-15.654689250630286,0.045664187172572895,1436371887057.1624,2016
2777,GEOS,62060000.0,-0.312,-0.57,-0.7407,-0.188,-0.1678,-0.2768,1.0667,0.0,-0.063,0.0,-0.193,0.0,-0.4114,0.0,0.0,0.0,1.0401,Energy,259630725.68,-40.285448079852216,0.01807545302295851,1436371887057.1624,2016
2791,MXC,2421792.0,0.5276,-1.196,-1.6433,-0.4259,-0.1735,-0.2472,-1.9148,0.5972,-0.0574,0.0,-0.0604,0.0,-0.0787,0.0,0.0,0.0,0.5119,Energy,4783500.568,-21.24248001966213,0.0003330266076009349,1436371887057.1624,2016
2795,AE,1099540000.0,0.0342,0.022,0.0023,0.0166,0.0693,0.0164,-3.6442,0.0,-0.069,-0.1331,-0.184,-0.3574,-0.3469,-0.5119,66.7,3.3892,1.1156,Energy,168788191.92,11.156531306773116,0.01175100915305528,1436371887057.1624,2016
2799,PHX,39060783.0,0.6246,0.201,-0.2634,-0.0893,-0.054000000000000006,-0.0532,5.62,0.3863,0.0055,0.0,-0.0289,0.0,-0.1493,0.0,0.0,42.7319,2.524,Energy,290746023.78,-12.591117120245116,0.020241695510741314,1436371887057.1624,2016
2805,BRN,13627000.0,0.2111,-0.193,-0.2653,-0.2736,-0.3684,-0.1477,6.0505,0.0,-0.1359,0.0,-0.1874,0.0,-0.1788,0.0,0.0,0.8635,1.0335,Energy,13657314.0,30.81760251829993,0.0009508201965704783,1436371887057.1624,2016
2807,DMLP,37557000.0,0.9176,0.785,0.5583,0.3132,0.2232,0.3132,-0.2786,0.0,-0.0744,-0.0912,-0.1158,-0.1306,-0.1708,-0.2164,26.5909,17.9868,8.0427,Energy,538353814.05,-6.932263174933113,0.037480113534732205,1436371887057.1624,2016
2810,GBR,764000.0,-0.5458,0.982,0.0628,0.0129,-0.0732,0.0075,0.0973,0.1054,-0.18600000000000005,-0.3281,-0.2783,0.0,-0.4344,-0.5167,100.5,5.3151,1.0523,Energy,3913337.34,-22.388062180040187,0.00027244597135757387,1436371887057.1624,2016
2811,HUSA,165910.0,0.4141,-14.097,-15.922,-0.9248,-0.6890000000000001,-0.917,0.2057,0.0,-0.3083,0.0,-0.3874,0.0,-0.2183,0.0,0.0,0.0,3.2312,Energy,9229929.84,83.33333333333334,0.0006425863610370621,1436371887057.1624,2016
2817,PNRG,56766000.0,0.2937,0.691,0.0607,0.0588,0.0399,0.0184,1.5081,1.1831,-0.0241,-0.1264,-0.1194,-0.0323,-0.2192,-0.3348,36.0,4.666,2.1158,Energy,123868656.0,-4.62962962962963,0.00862371765391357,1436371887057.1624,2016
2826,TGC,4672000.0,0.3442,-0.633,-0.8988,-1.281,-0.3305,-0.542,-0.8201,0.7633,-0.0667,0.0,-0.2288,0.0,-0.3326,0.0,0.0,0.0,1.3021,Energy,4268406.1,14.285717934978313,0.00029716580632506716,1436371887057.1624,2016
2871,MA,10776000000.0,1.0,0.5670000000000001,0.3767,0.7176,1.7024,0.6009,-0.6781,0.9158,0.1486,0.5843,0.1333,0.1993,0.1266,0.1284,28.4838,18.1041,20.2917,Financial Services,114834465620.82,44.686734404424506,31.63435840228484,363005514954.67004,2016
2874,ICE,5971000000.0,0.7557,0.47,0.2395,0.091,0.0556,-4.0282,1.78,0.4049,0.2461,0.1683,0.2252,0.1146,0.3128,0.5453,23.425,13.7232,2.1283,Financial Services,33488909217.6,27.800305930486584,9.225454666103873,363005514954.67004,2016
2875,IVZ,4734400000.0,1.0,0.293,0.1804,0.1138,0.0256,0.3631,3.9278,0.867,0.0386,0.0589,0.0559,0.0526,0.0342,-0.0048,15.0146,11.8983,1.6839,Financial Services,12636002427.33,22.2913732306957,3.480939519309482,363005514954.67004,2016
2877,CME,3595200000.0,1.0,0.733,0.4267,0.0754,0.0483,1.0152,0.1056,1.9554,0.0542,0.0683,0.0156,-0.0355,0.0647,0.1568,25.1429,14.8308,1.9015,Financial Services,38821456960.0,33.444170650755645,10.694453764661894,363005514954.67004,2016
2881,WDR,1239023000.0,1.0,0.235,0.1265,0.1857,0.882,0.1746,-2.4871,0.2246,0.0543,0.1283,0.0275,-0.0151,-0.0218,-0.1377,10.5211,3.1883,1.9607,Financial Services,1655298476.73,23.23688856193189,0.4559981621592454,363005514954.67004,2016
2924,MMC,13211000000.0,1.0,0.233,0.1338,0.2855,0.1141,1.1578,1.2276,0.7763,0.0306,0.0657,0.0366,0.1321,0.0446,0.1128,19.9032,12.5891,5.6558,Financial Services,34993355617.55,22.772216059131733,9.63989641367288,363005514954.67004,2016
2937,SEIC,1401545000.0,1.0,0.414,0.2382,0.2562,0.3521,0.3572,-1.2405,0.0,0.0387,0.0561,0.1127,0.13,0.0979,0.07200000000000001,24.2657,12.5957,6.1549,Financial Services,8036743893.09,44.446982184826965,2.2139453980729686,363005514954.67004,2016
2948,ADS,7138100000.0,0.4008,0.249,0.0723,0.3111,0.9136,0.0471,-2.9934,7.5725,0.1939,0.1398,0.1424,0.0719,0.1153,-0.0444,31.616,4.5855,8.0658,Financial Services,13458470958.99,9.75260119067054,3.7075114301419396,363005514954.67004,2016
2965,FII,1143371000.0,1.0,0.31,0.1827,0.3512,0.3065,0.8834,-0.3104,0.3215,0.0184,0.0083,0.0533,0.0704,0.1003,0.0965,14.1429,7.9783,4.9338,Financial Services,2934770163.93,30.279382568208014,0.808464346415364,363005514954.67004,2016
2977,BRO,1766629000.0,1.0,0.32299999999999995,0.1458,0.1091,0.0959,0.7020000000000001,0.4864,0.455,0.07200000000000001,0.0405,0.1149,0.0919,0.0924,0.0606,24.3587,11.4987,2.6625,Financial Services,6284174416.74,17.723318781913157,1.7311512243897258,363005514954.67004,2016
2983,AON,9409000000.0,1.0,0.228,0.1484,0.255,0.0827,1.1624,2.559,1.1333,0.059,0.0948,0.0085,0.1228,-0.0257,0.1336,21.5125,16.3061,5.4269,Financial Services,29487580675.68,20.88978743071647,8.123177048525623,363005514954.67004,2016
3012,FDS,1127092000.0,0.5676,0.444,0.3006,0.6549,0.3593,1.1459,0.0947,0.5798,0.1323,0.1714,0.1176,0.1736,0.1214,0.2234,21.4753,14.5639,13.8458,Financial Services,7237200431.34,18.204499585561468,1.993688837549407,363005514954.67004,2016
3029,AJG,5680500000.0,0.6154,0.134,0.0699,0.1103,0.068,2.1802,1.1971,0.7919,0.0786,0.0546,0.1104,0.118,0.0971,0.0298,23.426,13.4169,2.5846,Financial Services,9295637840.0,25.22015952569159,2.560742869474251,363005514954.67004,2016
3045,WLTW,7887000000.0,1.0,0.162,0.0533,0.0417,0.0133,0.3331,2.3453,0.384,0.0348,-0.0863,0.0185,-0.0027,0.0193,-0.1734,40.1433,15.5424,1.6744,Financial Services,16852627445.16,24.071610367256238,4.642526559758866,363005514954.67004,2016
3047,FCFS,1088377000.0,0.5557,0.134,0.0552,0.0415,0.046,0.0611,-0.0901,0.3149,0.1153,0.021,0.056,-0.1368,-0.0062,-0.2468,27.5,15.6647,1.5824,Financial Services,2294397323.9,44.641267252817286,0.6320557758431055,363005514954.67004,2016
3049,LM,2660844000.0,1.0,0.034,-0.0094,-0.0059,0.0024,-0.0147,-1.4446,0.4227,0.0147,0.0,0.062,0.0,0.0683,0.0,0.0,39.4142,0.8865,Financial Services,3735316838.64,40.53252109284244,1.0289972699468337,363005514954.67004,2016
3060,EZPW,730505000.0,0.5862,-0.036000000000000004,-0.1105,-0.1357,0.0297,-0.1812,-0.3275,0.4767,0.053,0.0,-0.0471,0.0,-0.0382,0.0,0.0,0.0,1.0035,Financial Services,597030866.46,14.55399292257221,0.16446881434695385,363005514954.67004,2016
3067,NDAQ,3704000000.0,0.6145,0.118,0.0286,0.0195,0.0171,0.1262,6.7123,0.6635,0.0424,-0.056,0.0293,-0.2173,0.0538,-0.3464,104.1875,31.8624,2.0287,Financial Services,11015731839.16,17.53001295030038,3.0345907666266667,363005514954.67004,2016
3124,AMG,2194600000.0,1.0,0.373,0.2154,0.1306,0.0675,0.3214,1.8694,0.5828,0.008,0.0608,0.0423,0.2234,-0.0059,0.0871,16.6999,11.6371,2.2193,Financial Services,7991833557.07,41.45573730166375,2.2015735926403135,363005514954.67004,2016
3316,ERIE,1596631000.0,0.1838,0.201,0.1318,0.2575,0.2199,0.7937,-0.6885,0.0303,0.0601,0.0276,-0.1893,0.0566,-0.364,0.0924,24.7633,15.4588,6.329,Financial Services,5170226907.3,10.97185175555776,1.4242832944137576,363005514954.67004,2016
3486,GROW,5505000.0,1.0,-0.611,-0.6676,-0.1498,-0.3512,-0.19,5.0808,0.0,-0.1906,0.0,-0.3297,0.0,-0.3148,0.0,0.0,0.0,1.0576,Financial Services,25945306.5,174.78979224085342,0.007147358767604369,363005514954.67004,2016
3500,WHG,123021000.0,1.0,0.3,0.1841,0.155,0.3514,0.2501,-2.4409,0.0,0.1411,0.1539,0.0934,0.0619,0.0725,0.0535,21.4789,12.0908,3.3362,Financial Services,536787617.0,13.335254979751953,0.14787312999005836,363005514954.67004,2016
3634,VRTS,322554000.0,1.0,0.271,0.1504,0.1508,0.2355,0.1899,-1.9814,1.1153,0.0108,0.0,0.0506,-0.2299,-0.0391,-0.1161,19.1798,10.0047,2.4216,Financial Services,716045612.8,-3.8774270096499226,0.19725474773831342,363005514954.67004,2016
3638,CRVL,503584000.0,0.2076,0.131,0.0566,0.2162,0.3535,0.2973,-0.8851,0.0,0.1073,0.1567,0.0951,0.066,0.0961,0.0621,27.375,10.8056,5.9231,Financial Services,771728730.12,41.82306329196518,0.21259421643122114,363005514954.67004,2016
3908,LOAN,4648560.0,1.0,0.779,0.6103,0.1271,0.2609,0.16399999999999998,-2.5165,0.5282,0.6966,0.0,0.097,0.3956,0.0498,0.3987,19.4595,11.8038,2.6256,Financial Services,58572259.2,-11.47555947151896,0.01613536345510182,363005514954.67004,2016
3946,NHLD,174076000.0,1.0,-0.006999999999999999,-0.0319,-0.2158,0.0,1.5544,-6.6541,0.0116,-0.1893,0.0,-0.2627,0.0,-0.0814,0.0,0.0,0.0,1.5619999999999998,Financial Services,40305713.4,21.771214238533297,0.011103333624293044,363005514954.67004,2016
3970,OHAI,17888000.0,0.82,-1.205,-1.4225,-0.3161,0.0454,1.002,-2.8658,0.9729,-0.0562,0.0,-0.0722,0.0,-0.1304,0.0,0.0,0.0,0.4335,Financial Services,34898238.16,-29.1464234096262,0.00961369365541399,363005514954.67004,2016
4048,D,11737000000.0,0.4235,0.48,0.1809,0.1454,0.0327,0.0461,6.1795,2.4029,-0.0262,0.0567,-0.0497,0.065,-0.0608,0.0503,22.1657,14.6574,3.2721,Utilities,47789722498.75,10.403246351286187,7.079769870917821,675018021349.2524,2016
4050,AEP,16380100000.0,0.3293,0.206,0.0373,0.0351,0.0125,0.0145,6.3456,1.2628,0.004,-0.069,0.0123,-0.2099,0.0306,-0.258,50.6129,15.4846,1.7739,Utilities,30859815811.08,21.33624307537351,4.571702507941372,675018021349.2524,2016
4052,AES,10281000000.0,0.2318,0.118,-0.1099,-0.4044,0.0235,-0.0524,14.3589,6.9628,-0.0105,0.0,-0.0575,0.0,-0.1002,0.0,0.0,20.7005,2.7509,Utilities,7685991460.4,-1.9159802803753507,1.138635001927347,675018021349.2524,2016
4053,PPL,7517000000.0,0.3906,0.591,0.253,0.1921,0.0516,0.0672,4.2547,1.9445,-0.0364,0.0216,-0.1367,0.0066,-0.0238,0.1479,12.1536,9.459,2.3365,Utilities,23127717801.69,-5.139197473807793,3.426237088524157,675018021349.2524,2016
4054,LNT,3320000000.0,0.3169,0.316,0.115,0.0988,0.0283,0.0382,4.3437,1.1818,0.0017,0.0221,0.0009,0.0294,-0.0038,-0.0033,23.128,12.5705,2.2334,Utilities,8629091234.04,15.925290974243396,1.278349756765284,675018021349.2524,2016
4055,PCG,17666000000.0,0.2808,0.285,0.0789,0.0776,0.0207,0.0283,3.6286,1.0276,-0.0023,-0.0026,-0.0104,0.0581,0.0026,0.1505,21.638,9.6952,1.6994,Utilities,30527098316.78,-24.008318277578546,4.5224123432677015,675018021349.2524,2016
4056,SO,19896000000.0,0.3728,0.386,0.1253,0.0937,0.0282,0.0331,5.9191,1.7833,0.008,0.0216,0.0031,-0.0019,0.024,0.1037,19.0817,12.1735,1.8133,Utilities,48059174499.2,2.7291141154637497,7.119687620063453,675018021349.2524,2016
4057,CNP,7528000000.0,0.2855,0.28600000000000003,0.0574,0.1249,0.0332,0.0356,3.7279,2.6905,-0.052000000000000005,-0.0315,-0.0251,-0.2065,-0.0266,0.1132,24.59,8.6537,3.0631,Utilities,10590480707.8,19.820028892542602,1.5689182174175635,675018021349.2524,2016
4058,DUK,22743000000.0,0.3732,0.4,0.0946,0.0524,0.026,0.0272,5.4910000000000005,1.2278,0.0193,-0.0419,0.0012,-0.0411,0.006999999999999999,-0.0621,24.9936,11.3732,1.3203,Utilities,53551412845.56,12.795922959073673,7.93333083737814,675018021349.2524,2016
4059,NEE,16138000000.0,0.534,0.527,0.1801,0.1194,0.0349,0.0458,3.475,1.267,-0.0135,0.0678,-0.011,0.0633,-0.0078,0.1174,18.9346,9.9991,2.2792,Utilities,55474054229.44,35.231787610083245,8.218158993526764,675018021349.2524,2016
4060,EXC,31366000000.0,0.2294,0.28600000000000003,0.0357,0.0434,0.0198,0.0159,3.7957,1.39,0.0381,-0.065,0.0338,-0.2029,0.053,-0.1546,29.0826,7.4113,1.2585,Utilities,32489882349.66,16.06534774398531,4.813187399755336,675018021349.2524,2016
4062,EIX,11869000000.0,0.3744,0.361,0.1208,0.1195,0.0284,0.0432,2.8657,1.0389,-0.0025,0.0196,0.0231,1.3057,-0.0192,0.1221,17.8483,8.3149,1.9499,Utilities,23376954030.5,-8.559805391311892,3.463159988495304,675018021349.2524,2016
4063,XEL,11107000000.0,0.3889,0.33,0.1011,0.1019,0.0364,0.0346,4.0583,1.3626,-0.0105,0.0458,-0.0013,0.0493,-0.0028,0.049,18.3801,9.6804,1.8778,Utilities,20633042532.9,22.153022293678298,3.056665434155057,675018021349.2524,2016
4064,NI,4492500000.0,0.6906,0.314,0.0738,0.0814,0.0317,0.0291,5.5831,1.9427,-0.0646,-0.0005,-0.0741,-0.006999999999999999,-0.0194,-0.1543,21.5437,10.6615,1.7605,Utilities,7161551227.25,19.01300083783949,1.0609422268364348,675018021349.2524,2016
4065,CMS,6399000000.0,0.3669,0.3670000000000001,0.0861,0.1296,0.0482,0.0359,4.1433,2.3593,-0.0185,0.0,-0.0227,0.0386,-0.0239,0.0517,20.8693,9.0879,2.7333,Utilities,11624575543.83,17.279461541306144,1.7221133623357705,675018021349.2524,2016
4066,ES,7639129000.0,0.4139,0.342,0.1234,0.08800000000000001,0.038,0.0467,4.102,1.0037,-0.0602,-0.0031,-0.0091,0.0592,0.0127,0.0597,18.5455,10.7798,1.6326,Utilities,17454070304.64,18.291127325505485,2.5857191589866177,675018021349.2524,2016
4067,PNW,3498682000.0,0.3787,0.408,0.1263,0.0901,0.0352,0.0362,2.9045,0.8474,-0.0027,0.0189,0.0111,0.0497,-0.0001,0.0243,19.4761,8.93,1.7581,Utilities,8606188193.24,13.709358504933697,1.2749568042698496,675018021349.2524,2016
4068,FE,10700000000.0,0.3963,-0.16699999999999998,-0.5773,-0.9897,0.0461,-0.245,-12.4877,3.6135,-0.034,0.0,-0.0905,0.0,-0.11,0.0,0.0,0.0,2.1275,Utilities,13176754577.9,3.680567665341051,1.9520596726531516,675018021349.2524,2016
4069,PEG,8966000000.0,0.3429,0.35200000000000004,0.0989,0.0676,0.0268,0.0303,3.5961,0.8974,-0.0269,0.0181,-0.0411,-0.0998,-0.0341,-0.1058,24.6534,10.5447,1.6688,Utilities,21950836899.02,23.14878943680093,3.2518890169989554,675018021349.2524,2016
4070,WEC,7472300000.0,0.3291,0.358,0.1258,0.1053,0.037000000000000005,0.0478,3.7942,1.1395,0.0332,0.0822,0.0419,0.0566,0.0604,0.0543,19.6275,10.7031,2.0672,Utilities,18460455818.51,17.42862142455503,2.734809328736219,675018021349.2524,2016
4071,ED,12075000000.0,0.4905,0.319,0.1031,0.0871,0.0389,0.0358,3.8905,1.107,-0.0175,0.0344,-0.0181,0.0269,-0.0159,0.0456,17.7422,9.7108,1.567,Utilities,22437087518.49,19.38252981859429,3.3239242225921424,675018021349.2524,2016
4072,AEE,6076000000.0,0.3566,0.371,0.1075,0.0919,0.0357,0.0343,3.4747,1.1029,-0.0288,0.0012,-0.0033,0.0461,0.0134,0.3122,19.4721,9.1182,1.789,Utilities,12709210719.24,16.104006942670154,1.8827957650428846,675018021349.2524,2016
4073,OGE,2259200000.0,0.6104,0.421,0.1497,0.0982,0.0354,0.0469,3.0141,0.8324,-0.0644,0.0163,-0.1077,-0.0067,-0.0787,-0.0468,19.8284,10.0509,1.9432,Utilities,6692046156.09,1.765877017664414,0.9913877769831502,675018021349.2524,2016
4074,SRE,10183000000.0,0.3293,0.35600000000000004,0.1346,0.1059,0.0238,0.0455,4.6058,1.3219999999999998,-0.0119,-0.0001,-0.0056,-0.0038,-0.0204,0.0981,18.4544,11.582,1.9572,Utilities,25288666199.49,8.898809319941632,3.7463690449244638,675018021349.2524,2016
4075,NJR,1880905000.0,0.17,0.138,0.07,0.1129,0.0318,0.0539,4.6358,1.0614,-0.0564,-0.0534,-0.0965,0.046,-0.1706,0.0362,21.4771,15.5662,2.4243,Utilities,2830898200.8,17.503954472647962,0.4193811292832582,675018021349.2524,2016
4081,WTR,819875000.0,0.5688,0.5720000000000001,0.2856,0.1266,0.0346,0.0485,4.061,1.031,0.0354,0.08900000000000001,0.0305,0.0979,0.0226,0.0169,22.7121,15.4041,2.8727,Utilities,5317200544.86,34.04092304208593,0.7877123834755954,675018021349.2524,2016
4082,ATO,2454648000.0,0.696,0.389,0.1426,0.1011,0.0444,0.0489,3.3741,0.9438,-0.1102,0.0633,-0.1298,0.08,-0.1787,0.0798,22.0325,11.4749,2.2512,Utilities,7733549985.26,17.774743571138192,1.1456805212106602,675018021349.2524,2016
4083,SWX,2460490000.0,0.2457,0.241,0.0618,0.0912,0.0386,0.0381,2.3277,0.8394,0.0038,0.0448,0.0472,0.0552,0.0716,0.0069,23.8781,8.4429,2.1754,Utilities,3628104815.88,7.878605217361652,0.5374826598892875,675018021349.2524,2016
4085,ETR,10845645000.0,0.3494,0.13,-0.052000000000000005,-0.0698,-0.012,-0.0197,10.0055,1.89,0.0141,0.0,-0.0085,0.0,-0.0175,0.0,0.0,19.2857,1.6167,Utilities,13065588442.48,16.75356563884807,1.9355910552379019,675018021349.2524,2016
4089,AWK,3302000000.0,0.546,0.552,0.1417,0.0897,0.0482,0.035,3.8875,1.3764,0.0355,0.0,0.0407,0.0831,0.0468,0.0825,27.4715,10.9423,2.4646,Utilities,12860743265.75,29.207408080391435,1.905244431851381,675018021349.2524,2016
4090,BKH,1538916000.0,0.3685,0.29,0.0474,0.0452,0.0351,0.0169,7.3736,2.0522,0.0613,-0.0537,-0.0147,0.0241,0.0086,-0.1915,42.922,14.5743,1.9843,Utilities,3216505158.6,2.1723983547139345,0.47650656084273474,675018021349.2524,2016
4092,SJI,1036500000.0,0.2745,0.303,0.1146,0.0922,0.0369,0.0554,4.1889,1.0363,-0.0161,0.0243,-0.0034,0.0089,0.0589,0.0685,21.5641,12.6975,1.9925,Utilities,2673633932.08,-4.157342469681503,0.39608334111374327,675018021349.2524,2016
4093,UGI,5685700000.0,0.5713,0.214,0.0641,0.1282,0.0729,0.0699,2.9681,1.4618,-0.0005,0.0658,-0.0202,0.0753,-0.0795,0.0898,21.4408,9.4151,2.7638,Utilities,7837656640.32,4.487311712656624,1.1611033176053263,675018021349.2524,2016
4094,CWT,609370000.0,0.4317,0.285,0.0799,0.0738,0.0309,0.0278,3.6262,0.9933,0.0368,0.0414,0.0113,0.0237,0.003,-0.0012,33.0882,12.9511,2.4541,Utilities,1618927155.0,36.997082480279175,0.23983465682353564,675018021349.2524,2016
4095,PNM,1362951000.0,0.5575,0.404,0.0857,0.0697,0.0359,0.0261,4.7875,1.599,-0.0476,-0.0155,-0.027000000000000003,-0.0633,-0.006,0.0515,23.1224,9.703,1.6155,Utilities,2707426679.76,22.048174326790434,0.40108954044638534,675018021349.2524,2016
4097,AVA,1442483000.0,0.5493,0.324,0.0951,0.0832,0.0374,0.0335,3.9477,1.1242,-0.0295,0.0383,-0.0409,0.0453,-0.0188,0.0527,18.3843,9.4012,1.5459,Utilities,2548762484.29,33.81156220467979,0.37758436125830147,675018021349.2524,2016
4098,AWR,436087000.0,0.6611,0.35700000000000004,0.13699999999999998,0.1209,0.0516,0.0524,2.6409,0.8321,0.0417,0.0914,0.0121,0.0591,-0.0079,0.0025,27.5767,13.2067,3.3239,Utilities,1643810082.7,31.516878655099745,0.2435209180659041,675018021349.2524,2016
4100,DTE,10630000000.0,0.2671,0.243,0.0817,0.0963,0.0315,0.0433,4.4925,1.3075,0.0257,0.0708,0.0253,0.0288,0.0246,0.0869,20.2913,11.3043,1.9509,Utilities,17622302216.47,15.80687109671739,2.610641739793236,675018021349.2524,2016
4101,EE,886936000.0,0.3069,0.354,0.1091,0.0901,0.0364,0.0361,4.3039999999999985,1.266,0.0253,0.0542,-0.002,-0.0086,-0.0032,0.0279,19.5188,10.3227,1.7528,Utilities,1890362775.9,21.600132829681588,0.280046267819853,675018021349.2524,2016
4102,SR,1537300000.0,0.2727,0.279,0.0938,0.0816,0.0319,0.0532,5.7255,1.3966,-0.0867,0.0356,-0.1364,0.0251,-0.0389,0.1706,19.5521,12.5162,1.6438,Utilities,2909130569.2,20.247966161072267,0.4309708003625023,675018021349.2524,2016
4103,CPK,498860000.0,0.2661,0.247,0.0896,0.1001,0.0483,0.0563,2.874,0.8046,0.0229,0.0947,0.019,0.0829,0.0134,0.0809,22.9617,11.5972,2.4091,Utilities,1074246509.9,21.24057128549845,0.15914338223929994,675018021349.2524,2016
4105,FCEL,108252000.0,-0.0033,-0.374,-0.4707,-0.4454,-0.2065,-0.2727,0.1914,0.7506,-0.0738,0.0,-0.21,0.0,-0.3297,0.0,0.0,0.0,0.9679,Utilities,112360165.8,-5.5555589895679525,0.016645506082253937,675018021349.2524,2016
4106,SPH,1046111000.0,0.2594,0.21,0.0138,0.0204,0.0247,0.0211,5.4028,1.729,-0.1094,-0.224,-0.1253,-0.4072,-0.1622,-0.4401,141.4583,14.7952,2.9233,Utilities,2063799247.3,-8.600177013743494,0.30573987390363255,675018021349.2524,2016
4111,NWE,1257247000.0,0.6811,0.327,0.1306,0.0979,0.0308,0.0423,5.1383,1.265,-0.02,0.123,-0.0332,0.0589,-0.049,0.1132,16.6647,11.8034,1.6336,Utilities,2738244195.72,9.14066255703944,0.4056549764770265,675018021349.2524,2016
4115,CEQP,2520500000.0,0.2362,0.055,-0.0858,-0.0922,-0.0173,-0.1014,10.974,0.6494,-0.199,0.0,-0.2909,0.0,-0.3463,0.0,0.0,23.4721,0.7387,Utilities,1733479141.4,12.756183092803287,0.25680486839966943,675018021349.2524,2016
4117,NWN,668173000.0,0.4054,0.369,0.0881,0.0692,0.0391,0.0259,3.0552,0.9111,-0.0411,-0.0078,-0.0487,-0.0205,-0.0492,-0.0172,27.8873,9.6854,1.9609,Utilities,1636930706.4,3.5148420565430194,0.24250177841593606,675018021349.2524,2016
4120,OPTT,705000.0,0.0525,-20.85,-18.6227,-3.7214,0.0,-3.3978,0.4741,0.0385,-0.1945,0.0,-0.431,0.0,-0.5194,0.0,0.0,0.2422,0.9129,Utilities,3408768.0,-63.08724737710754,0.0005049891843163566,675018021349.2524,2016
4122,IDA,1262020000.0,0.3645,0.376,0.1571,0.0921,0.0294,0.0455,3.5973,0.8206,0.0147,0.046,0.0386,0.0278,0.0026,0.0265,20.3198,12.106,1.8694,Utilities,4035165546.08,17.163764969648206,0.5977863432467112,675018021349.2524,2016
4124,ALE,1339700000.0,0.3004,0.325,0.1159,0.08199999999999999,0.0292,0.0427,3.5106,0.8231,-0.0015,0.0137,0.0066,0.0346,0.0194,0.061,20.2095,10.7326,1.6579,Utilities,3148795482.0,20.37360326735211,0.46647576544787117,675018021349.2524,2016
4125,ORA,662591000.0,0.4087,0.451,0.1339,0.0824,0.0638,0.0413,2.2915,0.8823,0.0559,0.0606,0.0742,0.0,0.0451,0.2549,29.5698,11.074000000000002,2.4406,Utilities,2627162500.87,21.696207400467085,0.38919886844187135,675018021349.2524,2016
4126,OTTR,803539000.0,0.2365,0.234,0.0776,0.093,0.0411,0.0424,3.0948,0.8677,-0.0573,-0.0073,-0.0228,0.0,0.0046,0.0474,24.5062,11.3928,2.3245,Utilities,1558947738.5,15.558231424934757,0.230949054572486,675018021349.2524,2016
4129,SJW,339706000.0,0.5404,0.455,0.1555,0.1253,0.0445,0.0429,2.7332,1.0617,0.0485,0.0205,0.0526,0.1813,0.0588,0.3169,21.2896,10.0332,2.6751,Utilities,1127956246.5,17.985469912552798,0.16710016782150452,675018021349.2524,2016
4131,UTL,383400000.0,0.3558,0.29100000000000004,0.0707,0.0925,0.0419,0.0323,3.7724,1.4572,-0.0518,0.0308,-0.0332,0.0513,0.0099,0.0734,23.567,9.5327,2.1853,Utilities,642845602.8,2.8320446626314983,0.09523384301874711,675018021349.2524,2016
4133,CWCO,57875707.0,0.419,0.189,0.0684,0.0272,0.0124,0.0308,-3.6894,0.0034,0.0133,-0.0783,0.0063,-0.0863,-0.0359,-0.2307,40.1852,10.9943,1.1051,Utilities,160782884.15,18.30500838366768,0.023819050612696367,675018021349.2524,2016
4134,PCYO,452161.0,-0.1694,-1.969,-2.8985,-0.019,-0.032,-0.0211,31.3011,0.0,0.0027,0.0,0.0926,0.0,-0.3736,0.0,0.0,0.0,1.6651,Utilities,114969834.32,54.629633963026215,0.017032113319018327,675018021349.2524,2016
4135,MGEE,544745000.0,0.3094,0.335,0.1387,0.1551,0.0548,0.0553,2.0613,0.7948,-0.0046,0.0471,-0.0006,0.044,-0.0267,0.0029,29.3578,14.2133,4.5552,Utilities,2218775680.0,0.5271318713086441,0.328698732452361,675018021349.2524,2016
4140,YORW,47584000.0,0.8078,0.608,0.2489,0.1039,0.0464,0.0429,2.7795,0.7422,0.0305,0.0469,0.031,0.0534,0.0421,0.0734,41.6304,19.7729,4.3119,Utilities,491822479.4,-9.842944802371633,0.07286064428575195,675018021349.2524,2016
4146,MSEX,132906000.0,0.3995,0.401,0.1711,0.1041,0.043,0.0457,2.7573,0.6990000000000001,0.0179,0.0513,0.0456,0.1017,0.0412,0.1007,29.7266,15.3848,3.0822,Utilities,673068587.04,-1.197359535462428,0.09971120262754528,675018021349.2524,2016
